,Unnamed: 0,Title,Author,Text,Resource,Label,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1063,1063,The Onion’s Guide To Streaming Services,[],"Streaming services have proliferated in recent years as content-watching habits change, and it can be hard to choose from all the options. To help, The Onion has compiled a guide to the various content streaming services.



Advertisement

Hulu: The best place to access shows that aren’t on Netflix.



Sling: Same shows as cable but over spotty internet you buy from your cable provider.



Advertisement

Shudder: Horror-themed streaming service that allows users to experience the nightmare of scrolling for hours and hours without ever finding a recognizable title.



Advertisement

Netflix: Hosts a vast library of email accounts people fabricated to score free 30-day trials.



Advertisement

Amazon Prime: Has Guarding Tess right now.



Quibi: Your own streaming service, for the low price of about $300 million.



YouTube Premium: Offers a wide array of exclusive, ad-free right-wing radicalization videos.



Advertisement

Peacock: If you love birdwatching, prepare to be very, very disappointed by the content Peacock has to offer.



Advertisement

Mubi: A collection of arthouse and independent films to play on mute at warehouse parties.



Advertisement

Disney+: Eventually there will just be this one.

",TheOnion,-1,,,,,,,,,,,,
1019,1019,My wife wants a lover. How can I help her find one?,[],"We are a retired couple who have been married for 40 years. I adore my wife and she adores me. We still have an active sex life, but we have talked about her finding another sexual partner to be with on occasion. Neither of us approves of going online to find one. How would you suggest that we find her a “friend with benefits”, whom she can be with and trust? Our kids all live away from us, so we are not terribly hung up about anyone finding out.

The key issue is “trust”. It is never easy to find someone to trust with any aspect of your life – finances, work, household, even grooming – so, naturally, it will be particularly difficult when it comes to creating a sexual triad.

The first thing for you and your wife to do is to discuss in great detail exactly what that “agreement” would look like. For example, would it be OK for the third person to be someone in your community, whom you might see in other settings? Would you risk bringing that person into your home, or would it be better to use a different location? Would your wife see the person alone, or would you be present? What boundaries should be set? What are the safety considerations? Human beings are hardwired to feel jealousy; although you may think this would not arise, it probably would – how would you address that? Would details be shared?

There needs to be clear, transparent, mutual consent – including by the third person. It may be best to seek an established “swingers” community near you, since, within it, you are more likely to find someone who is already comfortable with unorthodox relationships. But you will still have to follow rules, exercise caution and be prepared for unexpected feelings and events.",TheGuardian,1,,,,,,,,,,,,
324,324,Trump Says Big Tech Immunities Must Be Terminated for ‘National Security’ Reasons,[],"President Trump posted to Twitter late Thursday evening his call for the “immediate” termination of Section 230 of the Communications and Decency Act, declaring that the liability protections of Big Tech companies like Facebook and Twitter should be stripped for “purposes of national security.”

For purposes of National Security, Section 230 must be immediately terminated!!! — Donald J. Trump (@realDonaldTrump) November 27, 2020

Currently, Big Tech companies claim they act as a neutral platform, meaning that they receive certain protections from what people post on their site under Section 230, which gives them a “liability shield.” However, given that they have engaged in the censorship of conservatives, they act more like a publisher, who is more liable for what is on their site.

The announcement followed a tweet from President Trump that attacked Twitter for “sending out totally false ‘Trends’ that have absolutely nothing to do with what is really trending in the world.” He argued that the trends are simply made up, and they are only “negative” ones. “Same thing will happen to Twitter as is happening to Fox News daytime. Also, big Conservative discrimination!” the President concluded.

Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to @FoxNews daytime. Also, big Conservative discrimination! — Donald J. Trump (@realDonaldTrump) November 27, 2020

This is not the first time that the President has called for the end of Section 230. Last month, after Facebook and Twitter removed a story from the New York post about emails between Joe Biden and his son Hunter, he also called for the repeal of Section 230. However, this is the first time that the call has been made to do it “immediately,” and also the first time “national security” has been posited as a reason for doing so.

So terrible that Facebook and Twitter took down the story of “Smoking Gun” emails related to Sleepy Joe Biden and his son, Hunter, in the @NYPost. It is only the beginning for them. There is nothing worse than a corrupt politician. REPEAL SECTION 230!!! https://t.co/g1RJFpIVUZ — Donald J. Trump (@realDonaldTrump) October 14, 2020

The President’s actions may have had something to do with the behaviour of Big Tech over the course of this election. Throughout the election, a large quantity of the President’s tweets and other social media postings, along with those of many of his supporters, have been labelled as misinformation, with Tucker Carlson even arguing that Big Tech rigged the election in favour of Joe Biden “in plain sight.”

Only this week, the personal Twitter account of Pennsylvania state Senator Doug Mastriano was banned, after the Senator had organised a hearing in his state’s legislature about the vast irregularities that took place in this month’s presidential election.

In May this year, the President signed an executive order that would strip the liability shield away from Big Tech companies if they engaged in “censoring or any political conduct.” As National File reported:

The executive order also instructs Attorney General William Barr to work with the states to develop their own legislation regarding censorship online, and also instructs his adminstration to start developing policies to “ensure taxpayer dollars are not going to any social media that suppresses free speech. The President noted that Big Tech companies have had “unchecked power to censor, restrict, edit, shape, hide, alter, virtually any communication between private citizens and large public audiences.”",InfoWars,-1,,,,,,,,,,,,
774,774,'It can be uncomfortable': how a New York farmhouse is facing its racist past,[],"When people think of buildings in Manhattan, chances are they think big and brash, cloud-piercing skyscrapers for tourists to marvel at.

But the borough is also home to the far more modest Dyckman Farmhouse, a white clapboard home built in 1765. It’s the oldest farmhouse in the city, and just off 204th Street in Inwood, once home to the Dutch farmer William Dyckman, his family and their slaves.

It’s now known as the Dyckman Farmhouse Museum and this fall until next, it’s honoring an overlooked history in an exhibition called Unspoken Voices: Honoring the Legacy of Black America.

It features the artworks of three local artists, all women, who respond to the legacy of the farm and its past with slavery. It’s a way to tell untold stories, says Meredith Horsford, the museum’s executive director.

“Even though we are a historic site, we relate the history to our present day, and that connection is imperative to talk about race,” said Horsford. “It can be uncomfortable, but it still needs to happen.”

Slavery, says Horsford, is a topic that museum visitors are curious about, but cautious. “They think, oh we’re in the north, that wasn’t an issue here,” she says. “From my perspective, working with artists around this is a conversation starter, it’s a topic that is usually difficult to talk about.”

Photograph: Courtesy of Dyckman Farmhouse Museum Alliance

The exhibition, partially funded through the Upper Manhattan Empowerment Zone, all started when Horsford put out a call for artists. Each artist then decided to take a different approach to the theme of slavery, peeling back the layers of history. “People who have been enslaved have been portrayed just as that, but they don’t say much more,” she said.

On the Dyckman Farmhouse, there were roughly seven enslaved people living at the house, shortly after it was built. Records show that Francis Cudjoe was an enslaved man who would later be freed in 1809, and others known only by their first names; Will, Gilbert, Harey and Blossum. A free black woman named Hannah, who was a freed descendant of slaves, worked as a cook for the household.

There was also a burial ground for slaves nearby, known as the Inwood Slave Burial Ground, which contained over 30 slave families (today, it’s a parking lot for a school on 212th Street).

“We wanted to give voice to people and make sure it came across that we’re talking about multi-faceted individuals, people who have their own lives and families when they were put into these horrible situations,” adds Horsford. “We never want to say: ‘these people were just slaves,’ because there’s so much to the story than just that.”

My Soul Sings of Freedom by Gwendolyn Black Photograph: Juan Brizuela

In the exhibition, artist Gwendolyn Black has created life-size figures, which represent some of the farm’s former inhabitants. One represents Hannah, the cook, who stands in the family kitchen as a way to celebrate the legacy and roots of African American cuisine.

“I wanted 3D figures, so people can feel and see them, and we, today’s generations, are human,” said Black. “That’s something that was not felt before. Each of them has fantastic stories to share, so I wanted to be sure that their history will be remembered.”

Black created these figures from mannequins who stand at 5ft 3in tall, masks inspired by African mask-making and each wearing period clothing designed by Wilma Ann Sealy, who used vintage gingham, calico, lace and period-era buttons for each outfit.In the background, the song Like Leaves hums throughout the farmhouse, co-written by Emme Kemp and Milton Polsky, dedicated to former slave Henry Box Brown, and is performed here by Black and Kemp.

“We must learn from history; the good, bad and the ugly, so that we as a society can keep making strides to eradicate systemic racism to ensure everyone can feel free, be free to enjoy life,” said Black. “Not just select people.”

Photograph: Courtesy of Rachel Sydlowski

Meanwhile, artist Rachel Sydlowski uses the first floor of the house for an art installation that lets visitors look back through history through UV light. Her artworks are sprawled across the fireplace in the “front parlor”, a leisure room where slaves were forbidden entry. Screen-printed foliage on paper continues behind the desk and before a grandfather clock.

The room is lit by a UV light and features two UV-reactive ersatz candles, which visitors can use as a light source to search for hidden images through the foliage. It lights up information “relating to the lives of the slaves hidden throughout the room”, said Sydlowski. “These images are not visible under the conditions of normal lighting, and this unveiling of information is similar to the act of researching lost histories.”

Sydlowski’s work is accompanied by ceremonial clothing made by Marquise Foster, “created specifically for those who were enslaved”, she said. “The parlor is transformed into a space for recognizing their lives and contributions; I selected this room because it felt like the most powerful one in the farmhouse, a place for ceremony, and reckoning.”

Hands in Soil (Portrait of an Enslaved African American Women) by Sheila Prevost. Photograph: Courtesy of the artist

It captures an ongoing battle. “New York City was divided, in regard to slavery, and it was tied to capitalism and the building of wealth in this county,” said Sydlowski. “My installation engages with the difficult truths about the history of slavery at the Dyckman Farmhouse, the city, the country and the lasting effects we are still dealing with today.”

A series of expressive paintings, mixed-media portraits and a video installation are found throughout the farmhouse, created by artist Sheila Prevost, whose work responds to the African Burial Ground national monument in lower Manhattan.

“Highlighting these burial sites increases awareness and understanding of the enslaved history of Africans through institutionalized racism all the way to current times,” said Prevost.

“Today, we are repeatedly confronted with brutality and killing of unarmed black men by law enforcement, and it is essential to recognize the common thread within the narrative of our past and present ideas, behavior and leadership with regards to race and equality,” she adds.

“Following our recent election, we’ve learned how divided the country remains regarding race and equality; many who claim to be extreme pro-life still do not acknowledge that black lives matter.”",TheGuardian,1,,,,,,,,,,,,
1003,1003,Global sustainable fishing initiative agreed by 14 countries,[],"Governments responsible for 40% of the world’s coastlines have pledged to end overfishing, restore dwindling fish populations and stop the flow of plastic pollution into the seas in the next 10 years.

The leaders of the 14 countries set out a series of commitments on Wednesday that mark the world’s biggest ocean sustainability initiative, in the absence of a fully fledged UN treaty on marine life.

The countries – Australia, Canada, Chile, Fiji, Ghana, Indonesia, Jamaica, Japan, Kenya, Mexico, Namibia, Norway, Palau and Portugal – will end harmful subsidies that contribute to overfishing, a key demand of campaigners. They will also aim to eliminate illegal fishing through better enforcement and management, and to minimise bycatch and discards, as well as implementing national fisheries plans based on scientific advice.

Each of the countries, members of the High Level Panel for Sustainable Ocean Economy, has also pledged to ensure that all the areas of ocean within its own national jurisdiction – known as exclusive economic zones – are managed sustainably by 2025. That amounts to an area of ocean roughly the size of Africa.

Erna Solberg, the prime minister of Norway, said: “Humanity’s wellbeing is deeply intertwined with the health of the ocean. It sustains us, stabilises the climate and leads to greater prosperity. For too long, we have perceived a false choice between ocean protection and production. No longer. We understand the opportunities of action and the risks of inaction, and we know the solutions. Building a sustainable ocean economy is one of the greatest opportunities of our time.”

Scott Morrison, the prime minister of Australia, said: “Australians have always had a deep connection to the ocean. It is an integral part of who we are: our culture, lives and livelihoods … When I speak to children in schools in Australia, pollution destroying our oceans is what they talk to me about. Along with the Ocean Panel Leaders, we are committing to sustainably manage 100% of our ocean areas by 2025 and we encourage other world leaders to join us.”

Research has found that if oceans were sustainably managed, they could provide six times more food than today, when many species are fished up to and beyond their recovery limits. Economists also calculate that for every $1 invested in sustainable oceans, there is about $5 return in economic, social, environmental and health benefits, and that sustainably managing the world’s oceans would create about 12m new jobs.

Jane Lubchenco, the administrator of the US National Oceanic and Atmospheric Administration under President Obama, told the Guardian the initiative was “a really big deal” and could restore the health of the world’s oceans, as well as benefiting the global economy and societies.

“What you have now is a hodgepodge [of ocean management], sector by sector, it’s not holistic. That does nothing to help recover the health of the underlying ecosystems, and we are seeing a loss of biodiversity, climate change running rampant – business as usual would just continue the decline of the oceans,” she said. “The oceans are in a very sorry state right now.”

With the more coordinated response envisaged by the High Level Panel, there was a chance that the destruction could be halted, she said. “We are beginning to understand that the ocean is really central to all our lives.”

The 14 world leaders want other countries to join the panel, to create a global sustainable ocean plan that they said could also have a major influence on the climate. One fifth of the reductions in emissions needed to meet the Paris agreement goal, of holding global heating to no more than 1.5C above pre-industrial levels, could come from the oceans, according to the panel, by improving the ability of the oceans to absorb carbon and by investing in technologies such as offshore wind.

Solberg said: “If we manage oceans sustainably it will be good for all our people. To have secure jobs, you will have to work with other countries.”

Their commitments also include: a global target to protect 30% of the world’s oceans by 2030, alongside setting out national plans by 2025 that would ensure local sustainability; to use technology to improve the monitoring of fishing; to eliminate the discarding of “ghost” fishing gear; to invest in sewage and waste management infrastructure in developing countries; to place national targets on decarbonising shipping transport; and to scale up environmentally responsible forms of fish farming.

Some of the work of restoring health to the oceans must also take place on land. In a report, the leaders set out the case for shifting to a “circular economy that would prevent plastic pollution from reaching the sea, and improving agricultural regulation on land to halt the spread of “dead zones” from fertiliser and manure runoff.

Henrik Österblom, the science director at the Stockholm Resilience Centre, said: “[This initiative] shows that politicians are listening to the science. Now they need to act. The ocean is not too big to fail. If we do not change course, key biophysical functions in the oceans could collapse. Yet just 2.6% of the ocean has the high level of protection it needs.”

The report found that more than 3 billion people rely on food from the oceans each day, and a healthy ocean contributes $1.5tn to the global economy, as well as absorbing a quarter of carbon dioxide emissions and producing half the world’s oxygen.

A spokesperson for the UK government said: “The UK is at the forefront of the global fight to protect our marine habitats, and is championing a global commitment to protect at least 30% of the global ocean by 2030. We will carefully consider the recommendations made by the High Level Panel, to ensure we continue to work globally to raise the bar for marine protection.”",TheGuardian,1,,,,,,,,,,,,
979,979,Fans are back! But avoid using toilets during peak times,[],"THE RETURN OF PROPER FOOTBALL

If nothing else, the last few months have proved conclusively that the old adage “football without fans is nothing” is bull, tish, pish, balls, balderdash, piffle, waffle, yap and mummery. True, football without fans is not very good. But imagine what the last nine Covid-infused months would have been like without any football at all. The Fiver can only speak for itself, but we’d either be in prison, a gutter or rehab. Or on the run. Or maybe we’d have used the time spent watching the likes of Leicester v Fulham at 5pm on a weekday to learn a new language, or get round to reading Finnegans Wake, or whatever it is you haven’t done either. Leicester v Fulham is better, though, isn’t it?

But now fans are back! This evening, at 7pm, Brunton Park will welcome the first supporters to an English professional game in a non-trial event since the sport was suspended on 13 March. Carlisle United have sold all 2,000 tickets on offer for their League Two match against Salford, the first step on a long road back to some sort of normality. Fans have to arrive early, wear face masks, observe social distancing, not touch the ball if it comes near them, not approach players, and avoid “unnecessary movement”. They’ve also been advised to avoid using toilets during peak times such as half-time and full-time, although now we come to think about it, that might have already been covered with the unnecessary movement clause.

They can also cane booze like there’s no tomorrow, without having to purchase a “substantial meal”, and are of course permitted to sing as long and loud as they like, either in support of their team, or to advise Michael Gove where he can store his scotch eggs. Luton, Wycombe, Charlton, Shrewsbury and Cambridge also welcome fans to their stadium a little later this evening, while Arsenal will become the first top-flight club to fling open their gates again on Thursday night, for the Big Vase fixture against Rapid Vienna. Given Arsenal’s poor form, the willingness of their support to offer trenchant in-game critiques, and how clearly and crisply we’ll be able to hear all these observations with such a small crowd in, expect the TV commentary to be one long rolling 90-minute apology for bad language. The Fiver is very much looking forward to it.

LIVE ON BIG WEBSITE

Join Nick Ames at 8pm GMT for minute-by-minute coverage of Manchester United 1-2 PSG in Big Cup, while Scott Murray will be on hand for Sevilla 2-2 Chelsea.

QUOTE OF THE DAY

“I’m not going to resign [after the 2-0 defeat by Shakhtar], no way. We have always had delicate moments. It is true that it is a bad streak in terms of results, but we must continue. We played very well in the first half but the ball didn’t want to go in the net” – Zinedine Zidane does some expert straw-clutching as he steers Real Madrid towards the glamorous environs of Big Vase Round of 32.

Not quitting. Photograph: Eurasia Sport Images/Shutterstock

RECOMMENDED LISTENING

Get your ears round the latest Football Weekly podcast, here.

FIVER LETTERS

“After the FA Cup draw paired Marine with Spurs (Tuesday’s Bits and Bobs) I was astonished to read that Neil Young is still linked with Crosby. All we need now are Stills and Nash. (Fiver readers under 55 may need to ask a bill-payer to explain this to them) But surely Neil can’t believe Crazy Horse Mourinho has a Heart of Gold? We all know that José virtually guarantees money-spinning TV coverage but his sides arrive Like a Hurricane, and After the Gold Rush what then for our Neil (he could retire to Sugar Mountain – Fiver Ed)?” – Mark McFadden.

“Apropos of nothing (I was bored at half-time in the Shakhtar v Real Madrid game) but pointless stat of the day has to be that Zinedine Zidane at Real Madrid has now lost more games and has a lower win percentage than David Moyes at West Ham this season” – Noble Francis.

“Leon-Ben Lamprecht refers to the ‘Department of Redundancy Department’. Would that be part of the Birmingham School of Business School?” – Alan Murphy.

“I can’t believe 1,056 other people haven’t taken the time to write to you to tell you they knew exactly what you meant when you used the phrase about Maradona being the “greatest GOAT”. He was. He was the Greatest “Greatest of all Time”. Nevermind people boring you about a basketball GOAT because they watched a Netflix documentary during lockdown or the tennis GOAT cause let’s be honest – tennis just can’t unite a nation. Neither can golf. Or athletics. Or boxing. No. There can be GOATs in respective sports but Maradona was the Greatest GOAT! That’s what you meant wasn’t it? Honestly, sometimes you have to fight back!” – Andy Morrison.

“While Jossy would no doubt give his right nut to play for the Magpies again (Tuesday’s Bits and Bobs), may I be the first of 1,057 to point out that the erstwhile Glipton Grasshoppers are from Lancashire?” – Andrew Taylor (and, worryingly, no others).

Send your letters to the.boss@theguardian.com. And you can always tweet The Fiver via @guardian_sport. Today’s winner of our letter o’the day prize is … Andrew Taylor, who wins a copy of The Got, Not Got Football Gift Book – Every Fan’s Catalogue of Desires, by Derek Hammond and Gary Silke (postage available to UK only, sorry – Fiver Postal Ed].

NEWS, BITS AND BOBS

Mikel Arteta has backed the use of temporary concussion substitutes in football, following the horrific clash of heads between Raúl Jiménez and David Luiz, while Sir Geoff Hurst has also supported the idea.



Brexit means Brexit! Premier League and EFL clubs cannot sign foreign players until they are 18, with all transfers from EU nations set to be subject to work permits.

Neil Lennon was “hurt” by Queen’s Celtic fans’ protests. “Some of the criticism is over the top,” he sniffed. “It can turn around very quickly, then it’s baby steps after that.”

Norn Iron beat Wales to the the Euro 2022 qualifying play-offs, and are now one step away from a historic first major women’s tournament finals appearance but there was heartbreak for Scotland after a comedic Finnish finnish led to their elimination.

Frank Lampard’s Chelsea’s Frank Lampard has praised the attitude of Callum Hudson-Odoi in a move straight out of the Football Manager textbook. “It was hard not to include him in the Tottenham game,” cooed FLCFL. “He took it well. His reaction in training was great.”

The USA! USA!! USA!!! women’s national team have reached an agreement with the US Soccer Federation over equal work conditions with their male counterparts. About time too.

And roundups! Get ya roundups! Here’s our Big Cup one, and here’s one for the Championship, with Wayne Rooney denied a win in Fergie-Time.

STILL WANT MORE?

Jamal Musiala is Bayern Munich’s latest young star and he qualifies to play for England. Sid Lowe ran the rule over him against Atlético Madrid.

Roberto Firmino took just 22 Big Cup minutes to show his Liverpool worth, reckons Paul Wilson.

James Milner’s unique place in football history and Sir Stanley Matthews’ 70-year span feature in this week’s Knowledge.

The ‘James Milner door’ is suitably understated. Composite: LiverpoolFC/CameraSport 2020/Getty Images

Lee Bowyer, the isokinetic dynamometer, new lawnmowers, Guns N’ Roses? Ben Fisher chews the fat with Thomas Sandgaard, Charlton’s ‘Superman’ owner.

“I wasn’t allowed to play football as a girl … it just felt so unfair and such an injustice.” Suzanne Wrack speaks to Kelly Simmons, the FA technical director of the women’s game.

Oh, and if it’s your thing … you can follow Big Website on Big Social FaceSpace. And INSTACHAT, TOO!

‘ANOTHER BLOATED DISCO, ANOTHER SNIFF OF ROMANCE’",TheGuardian,1,,,,,,,,,,,,
376,376,India - Tigers & the Taj Mahal for Solo Travellers,[],"Day

4

Start your day with the unforgettable view of the Taj Mahal at dawn, seen from across the Yamuna River. After breakfast, you'll journey to Abhaneri, a small town famed for its amazing baoris (stepwells). Discover the intricate beauty of Chand Baori, one of the deepest and largest stepwells in India, and its carved panels. Leaving Abhaneri, you'll travel to Ranthambhore National Park, stopping en route for lunch at the sumptuous Umaid Lake Palace, a lovely heritage hotel and organic retreat that grows produce for its fine restaurant. Once the hunting ground of Indian princes, Ranthambhore is landscape of thorn trees, scrub and grasslands dotted with beautiful ponds, streams and lakes is a perfect habitat for the famous, elusive (and still endangered) Tigers of Ranthambhore, and other species. Relax for the afternoon, then enjoy an evening tiger talk with a local naturalist: the perfect preparation for tomorrow's adventures.",TheGuardian,1,,,,,,,,,,,,
931,931,New Year on the Danube - MS William Wordsworth,[],"Day

4

For many waking in Vienna on New Year's Day will be a highlight of the cruise. The city’s very name provokes images of elegance, fine music, wide boulevards, Baroque architecture and a rich tapestry of peoples who were drawn here from all corners of Europe. For 200 years until the First World War, Vienna was the cultural centre of Europe and many of the showpiece buildings, galleries, aristocratic palaces and magnificent churches you see today were built to reflect its imperial status. The city was the seat of the Habsburg emperors and home to some of the world’s finest classical composers, including Beethoven, Brahms, Mozart and of course, a whole family of Strausses. In this capitvating city, there’s also the colossal Hofburg, the former royal court that is now home to a collection of museums, the Crown Jewels and the Spanish Riding School and the Vienna Boys’ Choir. Then there are the lavish Imperial Apartments and an outstanding collection of relics of the Holy Roman Empire. There has also been a Yuletide market in Vienna since the Middle Ages and today the markets held over the festive period sell a huge range of seasonal gifts and mouth-watering treats. This morning we enjoy a tour in the company of a local guide who will offer insights into why Vienna is one of Europe’s great capitals, now proudly embellished in winter sparkle. There will also be time to browse the stalls of the markets where the irresistible smell of roasting chestnuts fills the air. Alternatively retreat to the refined yet cosy elegance of a traditional Viennese café for a steaming hot chocolate and a tempting pastry. After lunch on board we visit the magnificent Schönbrunn Palace. Once the summer residence of the Hapsburgs, this former royal residence now houses a range of world-class museums and galleries. Your included entrance and audio guide allows you into the dazzling state rooms, with their wealth of priceless artworks and the family’s impressive royal carriages. The palace also hosts a superb Yuletide market, specialising in traditional handicrafts and nostalgic toys.",TheGuardian,1,,,,,,,,,,,,
945,945,Tourists flock to Four Seasons Total Landscaping after Giuliani debacle,[],"Once far off the beaten path in north-east Philadelphia, the snappilynamed Four Seasons Total Landscaping has become fertile ground for selfie tourism since November’s presidential election.

The owner of the commercial gardening company has spoken out about her “overwhelming” experience, after the business went down in political infamy as the backdrop to a bizarre Trump campaign press conference on the day that the president lost the election to Joe Biden.

In an interview with the Philadelphia Inquirer, Marie Siravo said the business, which offers a range of grounds maintenance services, had been besieged by visitors, gifts and even requests to host weddings.

“Not a day goes by where there’s not a crowd outside,” Siravo said.

The unprepossessing Four Seasons Total Landscaping office found itself the subject of international attention when Donald Trump’s election team chose it to host a press conference contesting the results of the election.

Rudy Giuliani was the main draw at the event, where he made baseless accusations of fraud and, mid-event, learned that Joe Biden had been declared the winner.

“Don’t be ridiculous,” was Giuliani’s response, adding that judges would decide the result, not voters.

Since Giuliani’s 8 November appearance, fans of Four Seasons Total Landscaping have reportedly sent the business cheesesteaks, gift cards, fruit baskets and even beard oil, Siravo said. And tourists have worn a trail to her door, posing and posting pictures of themselves on social media, or spoofs such as the now-disappeared Utah metal monolith/desert litter superimposed in front of the premises.

Breaking News: Utah Monolith reappears at Four Seasons Total Landscaping. Selected by WH to replace AG Bill Barr. (totally legit photo!). pic.twitter.com/KBgJ6kCQgB — Lar (@lartist) December 1, 2020

At Thanksgiving, two sisters met outside Four Seasons Total Landscaping for their holiday meal, Siravo said, while a woman brought her children to stage their holiday card photo with the business as the backdrop.

Others have requested selfies with the business’s branded vehicles, and some have asked if they can hold a party or even wedding at the business, according to the Inquirer.

“This is a construction yard, that’s a liability,” Siravo said drily. The press attention has led to one change, however.

“It did make us paint the back of the building, because we said, ‘Who knew that our garage doors were going to be the back of every Zoom meeting?’”

Four Seasons Total Landscaping, which is memorably located next to a sex shop, swiftly became a byword for politicians’ incompetence and a source of hilarity after the press conference, as people speculated as to whether the Trump campaign had confused the business with the Four Seasons hotel, located in downtown Philadelphia.

I woke up early, still laughing at Rudy Giuliani spewing bullshit from an industrial lot between a crematorium and dildo shop, having booked a press conference into the Four Seasons...wait for it...Total Landscaping. The Trumpist incompetence that delivers this coda. Magical. — David Simon (@AoDespair) November 8, 2020

In nine months a lot of baby girls are going to be named “Georgia” and “Four Seasons Total Landscaping.” — Bess Kalb (@bessbell) November 8, 2020

Trump himself lent weight to the idea of mistaken identity when he tweeted, then deleted, that the press conference was at “Four Seasons, Philadelphia”.

Four Seasons Total Landscaping poured water on the theory, however.

“That’s not the case,” said Sean Middleton, director of sales.

“I gave them the address, I said where we were, where they can meet us, and that was that.”

Four Seasons Total Landscaping moved swiftly to capitalize on the interest. The company expanded its merchandise range to include tree ornaments, sweaters, hoodies, and face masks.

Demand has been high, with the company reportedly selling more than 35,000 products since the Giuliani appearance, totaling $1.3m in sales.

“The response is overwhelming, that there’s still so, so many good people in the world, and they got to laugh with this,” Siravo said.

“And it was nothing we anticipated.”",TheGuardian,1,,,,,,,,,,,,
674,674,Best photographs of the day,[],What term do you want to search? Search with google,TheGuardian,1,,,,,,,,,,,,
