Title,Author,Text,Resource,Label
Newt Gingrich: America's Future Depends on Georgia's Senate Races,['Robert Kraychik'],"America’s future depends on the outcomes of the elections for the U.S. Senate in Georgia, said former Speaker of the House Newt Gingrich (R-GA) on Monday, offering his remarks on SiriusXM’s Breitbart News Daily with host Alex Marlow.

Marlow asked about demoralization among conservatives and Republicans in Georgia rooted in mistrust of the electoral and political systems.

“A lot of people in the audience are discouraged,” Marlow stated. “I don’t think it’s the majority, by any means, but there’s certainly a number of people who’ve been pretty vocal that they’re discouraged. They think the election process — if it’s not going to be legitimate — then there’s no point in voting and they don’t want to vote. They’re going protest in Georgia by not voting. I would like to hope it’s a small number of people, but a small number of people could swing the whole election. Do you have a message for those people?”

Gingrich urged Georgians to vote and volunteer as poll watchers.

LISTEN:

Gingrich continued with this advice, “My message is very simple. The future of the United States depends on the outcome of the Georgia Senate races. If you don’t want a radical left-wing America dominated by left-wing judges with massive tax increases, with a policy, frankly, of appeasing China, and you don’t want that kind of future, you have to go out and vote. And then frankly, you have to volunteer as a poll watcher and make sure they don’t steal the election. But I think these things are vital and I don’t think we should in any way underestimate how really important the Georgia Senate race.”

The 2020 election “may be the biggest Presidential theft since Adams and Clay robbed Andrew Jackson in 1824,” wrote Gingrich on Friday via Twitter.

The more data comes out on vote anomalies that clearly are not legitimate the more it looks like 2020 may be the biggest Presidential theft since Adams and Clay robbed Andrew Jackson in 1824. State legislatures should demand recounts — Newt Gingrich (@newtgingrich) November 27, 2020

Gingrich contrasted 1824’s presidential election with 2020’s.

“In 1824, Andrew Jackson had At 40 percent of the popular vote, but the guys who came in number two and three combined in the House of Representatives of John Quincy Adams and Henry Clay decided that even though Jackson got the most votes, he wouldn’t be president,” Gingrich explained. “So Jackson spent the next four years attacking them for representing a corrupt establishment and decisively beat Adams in 1828, and really the caused a dramatic uprising against the old order because people were just sick of it.”

Everything hinges on Georgia's January 5th Senate runoff. https://t.co/obPHqU9nmk — Breitbart News (@BreitbartNews) November 26, 2020

Gingrich warned Democrats focus on election mechanics while Republicans focus on political campaigning. He highlighted get-out-the-vote efforts funded by Mark Zuckerberg and other left-wing billionaires and Democrat-driven election law changes as examples of Democrats’ focus on electioneering.

“You have to think of two parallel projects,” determined Gingrich. “There is the campaign, which is what the Republicans focus on, and there is the election, which is what the Democrats focus on. If we don’t find a way to have an honest election, the campaign won’t matter, because we will be drowned in ballots that are illegally gathered [through] harvested ballots.”

Gingrich concluded, “These two Senate seats are the margin between containing Biden and empowering Biden.”",BreitBart,-1
VIDEO: Trump Supporters Rally Outside GA Secretary of State's Home,['Amy Furr'],"About 200 of President Donald Trump’s supporters rallied outside Georgia Secretary of State Brad Raffensperger’s (R) Atlanta home on Saturday to protest the election results.

“Trucks flying Trump and ‘Stop the Steal’ flags drove up and down the street outside of Secretary Brad Raffensperger’s property, honking their horns as they passed by,” Fox 5 reported.

Organizer Ursula Christie told the outlet she wanted Raffensperger to know “we are silent no more and we want him to know that we are watching and we are listening and we are aware of the actions being taken.”

Raffensperger, a Republican, said he voted for Trump but has received criticism for his handling of the election.

“On Thanksgiving Day, Trump called Georgia’s election was [sic] part of a ‘fraudulent system’ and said Raffensperger was an ‘enemy of the people,'” the Fox 5 report continued.

During an interview with CNN’s Jake Tapper on November 18, Raffensperger dismissed allegations of voter fraud in his state but acknowledged the possibility of clerical errors:

We have not seen any widespread voter fraud. The president has picked up some votes in a few of the counties that made some clerical errors. It wasn’t the machines. But at the end of the day, he started with 14,000. He’s about 12,000 now. But we’re finishing up, waiting for a few more counties to get back to us, large counties, but I don’t believe at the end of the day it will change the total results.

When asked if he believed former Vice President Joe Biden would win Georgia, Raffensperger said “Yes, I believe that’s the way it will turn out.”

However, in a Friday tweet, Trump said “Biden can only enter the White House as President if he can prove that his ridiculous ‘80,000,000 votes’ were not fraudulently or illegally obtained.”

“When you see what happened in Detroit, Atlanta, Philadelphia & Milwaukee, massive voter fraud, he’s got a big unsolvable problem!” he concluded.",BreitBart,-1
Trump: ‘I’m Ashamed that I Endorsed’ Governor Kemp in Georgia,['Pam Key'],"""I'm ashamed that I endorsed him"" -- Trump disses Brian Kemp for not doing more to help him steal the election in Georgia pic.twitter.com/pCgF7dFIk2

President Donald Trump said during a phone interview on this week’s broadcast of Fox News Channel’s “Sunday Morning Futures with Maria Bartiromo” that he regretted endorsing Gov. Brian Kemp (R-GA).

Discussing the 2020 presidential election in Georgia, Trump said, “Everything has to be approved by the legislature, and they had judges making deals, and they had electoral officials making deals, like this character in Georgia who’s a disaster.”

He added, “And the governor’s done nothing. He’s done absolutely nothing. I’m ashamed that I endorsed him. But I look what’s going on. It’s so terrible. What happened in this election, Maria, I can’t imagine has ever happened before.”

Follow Pam Key on Twitter @pamkeyNEN",BreitBart,-1
Trump Urges Supporters to Vote for Kelly Loeffler and David Perdue,['Charlie Spiering'],"President Donald Trump on Friday told his supporters to defend the Republican Senate majority by backing Sens. Kelly Loeffler (R-GA) and David Perdue (R-GA) in the Georgia runoff elections.

The president reacted to a Newsmax article about Trump supporters in Georgia considering a boycott of the election.

“No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people,” Trump wrote on Twitter.

No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday! https://t.co/1ziqFq9S6O — Donald J. Trump (@realDonaldTrump) November 27, 2020

Many Trump supporters are enraged by their state GOP representatives in Georgia, accusing them of failing to back the president in a contentious recount in which former Vice President Joe Biden still holds a roughly 12,000 vote lead.

But Trump said that a boycott would only help Democrats.

“Otherwise we are playing right into the hands of some very sick people,” he wrote.

As Breitbart News reported, Democrats are already exploiting tensions in the state by spreading the message that Republicans should not back the Georgia Republican candidates because of their failure to fight for the president.

Trump’s son Donald Trump Jr. has also opposed any boycotts.

“That is NONSENSE. IGNORE those people,” he wrote on Twitter. “We need ALL of our people coming out to vote for Kelly & David.”

Trump again promised to hold a campaign rally for Loeffler and Perdue as Republicans work to maintain control of their Senate majority.

“I will be in Georgia on Saturday!” he wrote, referring to his planned rally for December 5.

The president is watching the race closely as Democrats work to flip the state and seize control of the Senate.

Trump described Perdue’s Democrat opponent, Jon Ossoff, as a “lightweight” in a conversation with reporters on Thursday and Loeffler’s opponent, Raphael Warnock, as “either a communist or a socialist. I cannot figure that out yet.”

The Georgia runoff election will take place on January 5.",BreitBart,-1
Hollywood Storms Georgia: Kevin Bacon Hosting Celebrity Fundraiser for Pro-Democrat Group,['David Ng'],"Georgia is ground zero in the battle for the balance of power in Washington, D.C., as control of the U.S. Senate now hinges on the outcome of the two Senate runoff races in the Peach State. With the Senate majority leadership within his reach, Sen. Chuck Schumer (D-NY) recently declared, “Now we take Georgia, and then we change America.” Now Kevin Bacon and Kyra Sedgwick are reportedly the latest Hollywood celebrities to lend their star power to Democrats in Georgia, hoping to boost the chances of candidates Raphael Warrnock and Jon Ossoff and turn the Senate blue.

The acting power couple will join comedian Billy Eichner and Hamilton star Leslie Odom Jr. in a fundraiser for Swing Left, one of many progressive organizations that is mobilizing Democratic turnout in Georgia, according to The Hollywood Reporter. The Maze Runner producer Ellen Goldsmith-Vein will co-host the December 3 event.

Swing Left is among the many progressive groups that have set their sights on Georgia ahead of the state’s January 5 runoffs. The organization, which was founded in the wake of President Trump’s 2016 victory, has specialized in recruiting celebrities to push its agenda, including Broadway and Homeland star Mandy Patinkin.

Kevin Bacon and Kyra Sedgwick teamed up with Swing Left in the weeks leading up to the presidential election, participating in podcasts and donating money to the group.

Hollywood celebrities have made Georgia their top political priority in their effort to push Jon Ossoff and Raphael Warnock across the finish line. A-list stars including George Clooney and Will Smith have poured money into the races, while actors Kumail Nanjiani and Sophia Bush are spearheading WinBothSeats, an initiative to get out the minority vote for Democrats.

Julia Louis-Dreyfus is holding a Veep reunion next month to raise money for America Votes, the left-wing group that is working to boost Democratic chances in Georgia’s runoffs. Other stars pushing Georgia Democrats on social media include Alyssa Milano and Debra Messing.

Follow David Ng on Twitter @HeyItsDavidNg. Have a tip? Contact me at dng@breitbart.com",BreitBart,-1
Donald Trump Says He Will Campaign in Georgia December 5,['Charlie Spiering'],"President Donald Trump said Thursday that he would campaign in Georgia Saturday, December 5, to help Republicans in the Senate runoff election.

“I’m going on Saturday night. I’ll be in Georgia. We’ll have a tremendous crowd,” Trump told reporters after speaking to members of the Armed Forces in a teleconference call.

The White House clarified after Trump’s remarks that he would campaign in the state on Saturday, December 5.

Both Republican Sens. David Perdue and Kelly Loeffler face a runoff election on January 5, as Republicans try to hold on to their Senate majority.

“Maybe I’ll go twice. That’s very important that we win those races. These are great people,” Trump said.

Trump described Perdue’s Democrat opponent, Jon Ossoff, as a “lightweight” and Loeffler’s opponent, Raphael Warnock, as “either a communist or a socialist. I cannot figure that out yet.”

“This is not for Georgia,” Trump said.

Trump said that he warned Perdue and Loeffler of the voting system in the state of Georgia.

“Listen, you have a fraudulent system. You have to be very careful,” he recalled telling them.

Trump said that because of the coronavirus pandemic, he would probably host an outdoor rally in Georgia, most likely at an airport.

“They’re looking for the right site,” he said.

Trump disputed a reporter’s assertion that this was his last Thanksgiving in the White House.

“Well we don’t know what is last — if you look at what’s going on. … They’re finding tremendous discrepancies in the votes, and nobody believes those numbers. Those numbers are incorrect numbers.”

He predicted that more evidence of voter fraud would come out in a number of weeks.

“We’ll see what happens. Nobody wants to see the kind of fraud that this election has really come to represent,” he said.

Trump said he would continue fighting the election results, noting that former Vice President Joe Biden and Sen. Kamala Harris opposed his policy of “America First.”

“You can’t have somebody assume office and already they want to get rid of ‘America First.’ … You know why?” he asked. “Because China doesn’t want it.”

One reporter asked Trump if he would concede the presidential election if the electoral college voted for Biden on December 14.

“It’s going to be a very hard thing to concede because we know there was massive fraud, so as to whether or not I can get this apparatus moving this quickly, because time is not on our side. Everything else is on our side. Facts are on our side,” he said. “This was a massive fraud.”",BreitBart,-1
Stacey Abrams to Coach Hollywood Elites on How They Can Help Win Georgia,['Alana Mastrangelo'],"Georgia is now ground zero for the battle for the balance of power in Washington, D.C., as control of the U.S. Senate now hinges on the outcome of the two Senate runoff races. With the Senate majority leadership just a couple seats away, Sen. Chuck Schumer (D-NY) recently declared, “Now we take Georgia, and then we change America.” And failed Georgia gubernatorial candidate and Democratic Party power player Stacey Abrams is more than willing to do her part to see that Schumer’s goal is realized.

Starting on Friday, Abrams will brief Hollywood agents, managers, publicists, and entertainment executives on how they can help elect Georgia U.S. Senate Democrat candidates Jon Ossoff and Raphael Warnock ahead of the runoff elections in according to the Hollywood Reporter.

On January 5, Georgia will have its runoff elections between senator Kelly Loeffler (R) and candidate Raphael Warnockas (D), as well as senator David Perdue (R) and candidate Jon Ossoff (D).

Abrams’ organization Fair Fight is enlisting celebrities like Selena Gomez, Yara Shahidi, Issa Rae, Keke Palmer and Steph Curry for voting videos, as well as dumping millions of dollars to assist over a dozen organizations in their efforts ahead of the runoffs.

“I believe very much in the power of celebrity to cut through the noise of politics,” Abrams said last week.

Celebrities also now believe that they have a vested interest in the turning the state blue, as tax incentives have brought Hollywood productions from California to Georgia in recent years, bringing the celebrities and other staff to the traditionally red state.

“Being someone who worked in Georgia for two years while I shot [Netflix series] Insatiable, I’m really aware of how powerful and impactful the organizers are,” said actress and political activist Alyssa Milano.

New Georgia Project executive director Nse Ufot echoed those sentiments.

“We’ve been talking for quite a bit of time about how we are trying to change the culture of voting — what better way to do that than by partnering with culture workers, people who are literally responsible for helping us shift the narrative and tell better stories about ourselves,” said Ufot. “Our state is growing by leaps and bounds because of an influx of storytellers and people who support them. I think that that could be a secret weapon as we think about the new Georgia.”

LaTosha Brown, the co-founder of the Marxist political organization Black Voters Matter, echoed those sentiments as well, and claimed, “we’re not the headquarters for Southern white male racists” now that Hollywood has imposed itself.

“We’ve seen this transition — Georgia is the number one place for film productions, so this city has become more internationalized, I think one,” said Brown. “I think it’s been attractive to bringing diverse folks to the state.”

You can follow Alana Mastrangelo on Facebook and Twitter at @ARmastrangelo, on Parler at @alana, and on Instagram.",BreitBart,-1
"Sidney Powell Files Lawsuits Challenging Election Results in Georgia, Michigan",['Joel B. Pollak'],"Attorney Sidney Powell filed lawsuits Wednesday challenging the results of the presidential vote in Georgia and Michigan, alleging “ballot stuffing,” which she alleges was “amplified and rendered virtually invisible by computer software created and run by domestic and foreign actors.”

Powell made similar claims last week at a press conference with President Donald Trump’s legal team. She was attacked by critics who claimed that she could not prove what she alleged. The legal team distanced themselves from her on Sunday, saying that her claims had gone beyond the evidence they had seen or could prove in court.

Powell — who also defended Lt. Gen. Michael Flynn, pardoned by President Trump on Wednesday — accepted the decision but pressed ahead regardless.

She alleges in Georgia:

Mathematical and statistical anomalies rising to the level of impossibilities, as shown by affidavits of multiple witnesses, documentation, and expert testimony evince this scheme across the state of Georgia. Especially egregious conduct arose in Forsyth, Paulding, Cherokee, Hall, and Barrow County. This scheme and artifice to defraud affected tens of thousands of votes in Georgia alone and “rigged” the election in Georgia for Joe Biden.

Powell makes similar allegations in Michigan, noting an “especially egregious range of conduct in Wayne County and the City of Detroit, though this conduct occurred throughout the State at the direction of Michigan state election officials.”

Powell traces the fraud to “software and hardware from Dominion Voting Systems Corporation,” which she said derives from software created by “Smartmatic Corporation, which became Sequoia in the United States.”

She goes on to allege, in both the Georgia and the Michigan complaints, “Smartmatic and Dominion were founded by foreign oligarchs and dictators to ensure computerized ballot-stuffing and vote manipulation to whatever level was needed to make certain Venezuelan dictator Hugo Chavez never lost another election.”

Based on the affidavit of a whistleblower, Powell alleges that the systems were designed to make ballot-stuffing hard to detect by a “simple audit.” They were manipulated, she says, by people who had access to the systems.

In Georgia, she says:

[V]ideo from the State Farm Arena in Fulton County shows that on November 3rd after the polls closed, election workers falsely claimed a water leak required the facility to close. All poll workers and challengers were evacuated for several hours at about 10:00 PM. However, several election workers remained unsupervised and unchallenged working at the computers for the voting tabulation machines until after 1:00 AM.

She also claimed that “the Dominion software was accessed by agents acting on behalf of China and Iran in order to monitor and manipulate elections, including the most recent US general election in 2020.” One expert, she says, “concludes that hundreds of thousands of votes that were cast for President Trump in the 2020 general election were transferred to former Vice-President Biden.”

And she adds that “Georgia’s election officials and poll workers exacerbated and helped, whether knowingly or unknowingly, the Dominion system carry out massive voter manipulation by refusing to observe statutory safeguards for absentee ballots. Election officials failed to verify signatures and check security envelopes. They barred challengers from observing the count, which also facilitated the fraud.”

In Michigan, Powell says, in addition to problems with Dominion, there were “additional categories of ‘traditional’ voting fraud and Michigan Election Code violations, supplemented by healthy doses of harassment, intimidation, discrimination, abuse and even physical removal of Republican poll challengers to eliminate any semblance of transparency, objectivity or fairness from the vote counting process.”

Powell alleges, citing expert testimony, that Michigan saw tens of thousands of “excess voters,” where unassigned or blank absentee ballots were filled out by election workers, and nearly all of those votes went to Joe Biden. She also alleges that in four precincts, more ballots were counted than could be physically processed during a two and-a-half hour interval Nov. 4.

She alleges that glitches in Michigan — such as one that mistakenly counted 6,000 votes for Biden in Antrim County — were always in Biden’s favor.

There are enough ballots affected, Powell argues, for the courts to set aside the results of the 2020 election in each state.

Attorney L. Lin Wood is also among those listed in the filings.

Joel B. Pollak is Senior Editor-at-Large at Breitbart News and the host of Breitbart News Sunday on Sirius XM Patriot on Sunday evenings from 7 p.m. to 10 p.m. ET (4 p.m. to 7 p.m. PT). His newest e-book is The Trumpian Virtues: The Lessons and Legacy of Donald Trump’s Presidency. His recent book, RED NOVEMBER, tells the story of the 2020 Democratic presidential primary from a conservative perspective. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. Follow him on Twitter at @joelpollak.",BreitBart,-1
"Tim Scott: Trump Should Campaign in Georgia, He’s ‘the Person That Makes Sure’ Those Seats Stay Republican",['Ian Hanchett'],"On Wednesday’s broadcast of the Fox News Channel’s “Hannity,” Sen. Tim Scott (R-SC) argued President Donald Trump should go to Georgia to campaign for Sens. David Perdue and Kelly Loeffler (R-GA) and talk about his accomplishments for black voters and that “Trump is the person that makes sure those two seats remain in the Republican column in the Senate.”

Scott said, “[T]here is only one giant in the party, and that is President Donald Trump. Donald Trump comes to our great state of Georgia, and here’s what happens, President Trump has a chance to talk about his enormous support for historically black colleges and universities. One of the reasons why President Trump’s African American numbers went up…this election cycle is because he brought the highest level of funding to HBCUs, made the funding permanent. He passed criminal justice reform, making up for the disaster of the 1994 crime bill brought to you by Joe Biden. He’s the one who made sure that we focus on sickle cell anemia research. But for every single Georgian, he brought tax reform. He reset the regulatory state so that we created more jobs, not lost more jobs. President Trump is the person that makes sure those two seats remain in the Republican column in the Senate.”

Follow Ian Hanchett on Twitter @IanHanchett",BreitBart,-1
Democrat Jon Ossoff Claims ‘Oversight’ in Omitting Payment from Chinese Communist-Linked Company,['Kristina Wong'],"Georgia Senate Democrat candidate Jon Ossoff’s campaign is claiming its omission from its financial disclosures in May of a payment from a Chinese Communist Party (CCP)-linked company to Ossoff’s media production company was due to a “paperwork oversight.”

After a political ad asserted that Ossoff ignored rules and hid cash from Chinese communists, an Ossoff campaign spokesperson called it a “paperwork oversight.”

The November 17 Senate Leadership Fund ad said, “Jon Ossoff. A trail of dirty money. Ossoff ignored the rules, hiding cash from Chinese communists.”

The ad was referring to Ossoff’s initial financial disclosure filings for his Senate candidacy in May 2020. That filing showed that his media production company, Insight TWI, received more than $5,000 in the past two years from 21 TV or broadcasting groups from around the world.

Two months later, in July 2020, Ossoff amended that filing to include 32 companies, including PCCW Media Limited — a Hong Kong-based Chinese media company that is partially owned by the Chinese state-run company China Unicom, led by a CCP member.

Ossoff campaign spokesperson Miryam Lipper told FactCheck.org in regard to the ad that Ossoff was not “hiding” the payment and that it was a “paperwork oversight” that was “rectified” after “a normal review of the campaign’s paperwork.”

Lipper also wrote to FactCheck.org, “PCCW does not = Chinese communists.”

However, multiple media reports show direct ties between PCCW Media Limited and the CCP.

PCCW Media Limited is owned by Richard Li — who has spoken out against pro-democracy protests in Hong Kong, as well as owned by the Chinese state-owned China Unicom, which is run by CEO Wang Xiaochu, a member of the CCP.

Li has a long track record of supporting Beijing. According to the National Review, in 2016, Li released a public statement that said he was “staunchly opposed to the independence of Hong Kong.”

“Mr. Richard Li and MOOV would like to clearly state that the company and Mr. Li respect freedom of expression,” the statement said. “However, both Mr. Li and the Company are staunchly opposed to the independence of Hong Kong and it is their view that the independence of Hong Kong would not be feasible, and discussing Hong Kong’s independence is a waste of society’s resources.”

At the height of the democracy protests in 2019, Li took out full-page advertisements in seven newspapers to call for the restoration of “the social order with the rule of law,” backing the recommendations of Beijing’s Hong Kong and Macau Affairs Office of the State Council, according to the National Review.

And Li’s father, Li Ka-shing, reportedly the richest man in Hong Kong, publicly backed the CCP’s sweeping national security law in 2020 to crack down on critics and dissenters.

Despite Lipper claiming that PCCW Media Limited “does not = Chinese communists,” she still made an effort to distance Ossoff’s company from PCCW.

She claimed PCCW did not directly pay Insight TWI, despite Ossoff’s own filing listing the company as those that paid Insight TWI more than $5,000 in the past two years.

“In some instances, as is the case with PCCW, TWI even licenses the documentaries to distributors like Sky Vision who re-license them to TV stations,” Lipper claimed.

“TWI would never have sold anything to PCCW directly, just received a royalty check from Sky Vision when PCCW ran TWI’s two investigations of ISIS war crimes,” she added.

She also asserted the payment did not mean PCCW controlled Ossoff.

The structure of Insight TWI “doesn’t leave any room for this notion that he is somehow controlled by these groups in the nefarious way they try to imply,” she told FactCheck.org.

FactCheck.org also said support for the ad’s “charges is weak” and called PCCW Media Limited “supposed” “Chinese communists.”

Follow Breitbart News’s Kristina Wong on Twitter or on Facebook.",BreitBart,-1
Rand Paul Urges Georgia Libertarians to ‘Vote Republican’ in Runoff,['Amy Furr'],"Sen. Rand Paul (R-KY) is encouraging Libertarians in Georgia to vote Republican in the January Senate runoff race.

“One of the things that I’ve taken upon myself is to try to encourage… there was a little over 100,000 people who voted for Shane Hazel, the Libertarian candidate, and I think those people can find a place and reason to vote for Republicans,” he said Monday on Fox News.

Paul continued:

Look, I get fed up with the Republicans not spending money wisely and adding to our debt, but they are better than the Democrats. Even if only sometimes marginally so. But on some things, like packing the court and D.C. statehood, Republicans will help to protect the country from all branches of government being controlled by the Democrats. So, I think there is some argument… some of these 100,000 Libertarians to actually vote Republican and I’m gonna be spending some time trying to encourage them to vote Republican in the runoff.

Democrats from outside the state are trying to create division among Republicans in Georgia.

“The Democrats then intend to exploit those divisions to try to drive down turnout among President Donald Trump’s supporters in the runoff for the two U.S. Senate seats that will decide which party controls the upper chamber of Congress next year,” Breitbart News reported.

“Republicans, meanwhile, are pushing back on these efforts, calling them ‘deceitful campaign tactics’ designed to ‘manipulate voters’ in Georgia,” it continued.

A recent ad by the Georgia Republican Party said illegal aliens will earn the right to vote if Americans do not vote in the runoff elections.

“When the radicals say ‘change America,’ this is what they mean: opening the border, illegal immigrants voting, total Democrat control,” the narrator states:

When the radicals say “change America,” they mean: opening the border and allowing illegal immigrants voting. Georgia, go vote, because if you don’t, illegal immigrants will. pic.twitter.com/az2pKjnhNr — GAGOP (@GaRepublicans) November 23, 2020

“Save Georgia. Save America. Go vote. If you don’t, illegal immigrants will,” the narrator concludes.",BreitBart,-1
Democrat Jaime Harrison Launches PAC for Runoffs After Record-Breaking Loss in South Carolina,['Ashley Oliver'],"Democrat Jaime Harrison, who ran against Republican Sen. Lindsey Graham in South Carolina and lost in the most expensive defeat in U.S. Senate race history, announced Tuesday the launch of a political action committee (PAC) aimed at boosting Democrats in Georgia’s Senate runoff election.

Harrison, who has also been floated as the next Democratic National Committee (DNC) chair, announced the launch of Dirt Road PAC Monday morning on MSNBC’s Morning Joe. Harrison said he first plans to raise money for Democrats Raphael Warnock and Jon Ossoff, who are challenging Republican Sens. Kelly Loeffler and David Perdue in Georgia’s high-profile Senate runoff races on January 5:

The new fundraising effort comes on the heels of Harrison outspending any Senate candidate in U.S. history, at $104.1 million, in an attempt to oust Senate Judiciary Committee chairman Graham. Harrison lost to Graham by a definitive margin of ten points.

“Rome wasn’t built in a day; South Carolina won’t flip overnight, but if you sustain the investment in these communities, we’ll see the change that is so necessary and so needed,” Harrison said on MSNBC as he rationalized his continued pursuit of political donations.

Host Joe Scarborough praised Harrison’s Senate bid and questioned if South Carolina was “just a state that Democrats aren’t going to be able to win for a very long time”:

You had so many advantages in this race. You had all the money any candidate could ever dream of having. You ran what most thought was a very effective race against an ineffective opponent, who at times seemed desperate, seemed whiney, had broken his promise to South Carolina voters time and time again … and yet Lindsey Graham won the race handily. Is South Carolina just a state that Democrats aren’t going to be able to win for a very long time?

Harrison responded by emphasizing that flipping red areas to blue requires a “long-term and sustained approach.”

Harrison’s PAC launch is one of several Democrat fundraising endeavors zoned in on the consequential Georgia runoff races, which will determine which party next controls the Senate majority. Activist Stacey Abrams, who dropped $10 million at the start of the runoffs through her organization Fair Fight, announced Saturday that Fair Fight will pump $2.7 million into smaller groups intending to strengthen their “get-out-the-vote apparatus.”

Other big names stepping in for the runoffs include Sen. Bernie Sanders (I-VT), former Mayor Pete Buttigieg (D), and “Squad” leader Rep. Alexandria Ocasio-Cortez (D-NY).

As for Harrison’s PAC, beyond Georgia, the South Carolina Democrat intends to direct funds toward Virginia’s 2021 elections, voter registration efforts, and the 2022 midterm elections.

Write to Ashley Oliver at aoliver@breitbart.com.",BreitBart,-1
Julia Louis-Dreyfus Holding ‘Veep’ Reunion to Turn Out Democrats in Georgia Senate Runoffs,['David Ng'],"Georgia is the center of the battle for the balance of power in Washington, D.C., as control of the U.S. Senate now hinges on the outcome of the two Senate runoff races in the Peach State. With the Senate majority leadership just a couple seats away, Sen. Chuck Schumer (D-NY) recently declared, “Now we take Georgia, and then we change America.” Now, actress and anti-Trump activist Julia Louis-Dreyfus will re-live her character’s humiliating electoral loss in HBO’s Veep to raise money for Democratic voter turnout in Georgia’s hotly contested runoff elections.

The Veep cast is set to reunite to perform a virtual reading of the episode “Mother,” in which President Selina Meyer loses the Nevada recount and thus the White House. The streaming event on December 6 will serve as a fundraiser for America Votes, a progressive organization that aims to boost votes for Democratic candidates.

Julia Louis-Dreyfus, who hosted the final night of this year’s Democratic National Convention, posted a promotional video for the event in which she parodied Rudy Giuliani’s recent press conference.

2020 won't stop ripping off #VEEP, so we had to do something about it. Our cast is hosting a LIVE virtual table read of the episode everyone was talking about in support of @AmericaVotes' grassroots work to turn out voters for the Georgia Runoffs. Sign up: https://t.co/uAgG2a7mSv pic.twitter.com/r3U1ZT45uF — Julia Louis-Dreyfus (@OfficialJLD) November 24, 2020

The official invitation states: “Your donation to America Votes directly supports the Georgia-based groups working to educate and turn out voters for December’s critical US Senate runoff elections. Join us to #ShowUpForGeorgia.”

In the Veep episode “Mother,” the Selina Meyer campaign hopes to end the electoral stalemate with the Nevada recount, but things don’t go as planned. The political cliffhanger comes as Meyer’s elderly mother suffers a massive stroke, sending Selina into an emotional tailspin.

Louis-Dreyfus previously held a Veep reunion-fundraiser for Wisconsin Democrats in the run-up to the November 3 election. Key counties in the state are undergoing a recount after Milwaukee and Dane counties saw late surges in votes for former Vice President Joe Biden.

The Georgia runoffs are set to take place January 5.

Follow David Ng on Twitter @HeyItsDavidNg. Have a tip? Contact me at dng@breitbart.com",BreitBart,-1
Fitton: Election Update,['Tom Fitton'],"If you want to effectively express your beliefs about this deliberately chaotic election, I urge you to contact your representatives in your state legislature and Congress. Especially if you live in Pennsylvania, Georgia, Michigan, Wisconsin, Nevada, and Arizona – cesspools of fraud and lawlessness all.

I described what we’re witnessing in an interview with Stephanie Hamill on One America News Network:

Americans see an election that’s been questioned because of substantial allegations of maladministration of the election – that’s a charitable interpretation of it. And they know there’s an air of violence and censorship and suppression if they dare raise questions about it or support the president. We who are defending the rule of law are being lectured about the peaceful transfer of power by the likes of President Obama, who during his transition was actually conspiring against President Trump and spying on his team illicitly.

In her Newsmax television show Sovereign Nation, Michelle Malkin complimented Judicial Watch for our work on elections and suggested that we have earned the right to say, “I told you so.” I take no comfort in that because we have unprecedented fraud occurring across the country.

Michelle asked me what Judicial Watch doing about it. My response:

Our litigators and investigators are figuring out where we can make a stand to preserve the lawful election result. U.S. Code designates this past Tuesday as Election Day. That’s when we’re supposed to select the president. Any votes being counted that arrive after that day should be subject to challenge. And any vote counting that occurs after Election Day should be subject to challenge. When you have a pause in counting, that indicates that fraud has taken place.

This is what I said to my Twitter followers about our activity:

Americans should demand courts and state legislatures and Congress protect free and fair elections! Judicial Watch is conducting independent investigations in PA, GA, AZ, NV, MI, WI!

We don’t know how all of this will play out. The election may well end up in Congress, as I explain in this video:

The electors vote as part of the Electoral College process in the middle of December. Then on January 6, the new Congress is supposed to meet and count the votes and essentially confirm and ratify the Electoral College selection of the president and vice president. Now, if there’s a challenge, you could get a situation where the House, for instance, wants to bless the Biden electors out of Pennsylvania and the Senate wants to reject them. Frankly, I’m not sure what happens next.

We have observed and researched and litigated elections for decades, and, as you might imagine, we are following this one extremely closely. We will be deploying our weapon of choice, the Freedom of Information Act, to uncover the truth.",BreitBart,-1
