Title,Author,Text,Resource,Label
Pope Francis Urges World To Give ‘The Newsroom’ Another Chance,[],"VATICAN CITY—Calling upon the world’s 1.2 billion Roman Catholics to act with forgiveness towards the Aaron Sorkin series, Pope Francis held a press conference Monday urging the world to give HBO drama The Newsroom another chance. “I’m advising Christians around the world to come together and open our hearts to this political drama,” said the 83-year-old p ontiff, recommending his followers to be Christ-like in their appraisal of the show’s “uneven” pilot episode. “Brothers and sisters, I’m well aware that this show is Sorkin at his most self-indulgent, but there are actually some great performances from Jeff Bridges and the absolutely stacked cast. Let us not forget Alison Pill’s standout role as News Night associate producer Maggie Jordan. Sure, the first season is pretty rough, but who among us is without sin? Do unto Aaron Sorkin as you would want done unto you.” Pope Francis concluded by conceding that Studio 60 On The Sunset Strip was an unforgivable trespass.



Advertisement",TheOnion,-1
12-Year-Old Admitted To Georgia Tech,[],"Preteen Caleb Anderson, described as a genius who could do fractions and read as a toddler, has been admitted to Georgia Tech as a sophomore where he will study aerospace engineering. What do you think?

“Damn, he must b e incredible at football.” Max Mahlon • Systems Analyst

Advertisement

“I hope he slows down and at least takes a gap week.” Marcy Gonzalez • Bread Toaster",TheOnion,-1
Doctors Concerned As Hairline Fracture In Biden’s Foot Spreads Through Entire Skeleton,[],"WILMINGTON, DE—Stressing that their patient’s health remained thei r primary concern, a team of medical experts announced Monday that a hairline fracture in Joe Biden’s foot had begun spreading throughout his entire skeleton. “After a slight accident from playing with [presidential rescue dog] Major, we were troubled to find a small fracture expanding from the president elect’s metatarsal into his shin, and eventually working its way up the fibula and femur and into the rest of his skeletal system,” said Dr. Edward Gross, adding that x-rays inspected by fellow members of the campaign’s medical office revealed that Biden’s sternum had almost entirely split down the middle due to the physical stress. “Of course, the small breaks in the 205 other bones in his body are concerning as well as the constant sound of cracking, b ut what we’re mainly worried about now are some of the hairline fractures in his skull. If tho se go, we could just see his entire skeleton start collapsing in on him.” At press time, a spokesperson for the campaign had announced plans to place Biden in a six-foot-tall protective boot.

Advertisement",TheOnion,-1
"Deal Alert: This Kid Has All The Coolest Games, And You Can Play Them At His House If You Can Get Over How Weird He Is",[],"Listen up, gamers, because we’ve got a killer deal that you’re not going to want to miss: T his kid who lives over on the busy stretch of Allen Avenue has all the coolest games and you can play them at his house if you can just get over how weird he is!



Advertisement

That’s right, gaming aficionados! Soon you could be playing all the best, most exciting titles for hours on end and all it will cost you is selectively ignoring certain aspects of this little guy’s offputting personality and home life!

If you’ve been dying to get your hands on Godfall or Assassins Creed: Valhalla, you’re in luck, because this weirdo has a PS5 that you can play to your heart’s content while sitting on a mildewed couch on his screened-in porch. And if you’re more of a vintage fan, don’t worry, because this kid has everything from Super Nintendo and a Sega Genesis that he got from his much older brother that you can clearly see through the window smoking something that’s either a pipe or a bong, and he isn’t hiding it at all. He’s, like, 40 years old.



Advertisement

All this and more could be yours for the low, low price of pretending you don’t notice the unsettling guttural vocalizations this kid makes every time he shoots someone!

And as if all this isn’t tempting enough, gaming fans will get exclusive access to Halo: Infinite for the Xbox Series X when that weird kid goes inside for 45 minutes to get in a screaming match with his grandmother! Be sure to act quick because there’s no way this situation is sustainable and it’s only a matter of time before he gets expelled from school or his family gets evicted or something!",TheOnion,-1
Newly Uncovered DNA Evidence Frees Thousands Of Damned Souls From Hell,[],"SEE MORE:

SEE MORE: Onion Public Radio

Hear how justice was finally served for those wrongfully accused of greed, glutony, and premarital sex.



Patreon Patreon is empowering a new generation of creators. Support and engage with artists and creators… Read more

Advertisement

You can find The Topical on Apple Podcasts, Spotify, Google Podcasts, and Stitcher.",TheOnion,-1
Pantene Unveils New Color Shine Shampoo That Makes Hair So Radiant It Shall Blind Anyone Who Gazes Upon It,[],"CINCINNATI—Claiming to have harnessed the brilliance of a thousand suns within each bottle, hair care brand Pantene announced Monday it had developed a new Color Shine shampoo that bestows such radiance upon one’s silken strands that it shall blind any mortal who gazes upon them. “Our newly reformulated Color Shine shampoo makes hair so smooth and lustrous that all who encounter its penetrating luminosity shall immediately and permanently be rendered sightless!” declared Pantene spokeswoman Anne Peterson, who added that cataract sunglasses must be worn by consumers who wished to avoid searing their corneas as they styled their blindingly shiny hair in the mirror and noted that any temporary loss of vision just meant the shampoo was working as intended. “This color-protecting, nourishing shampoo gently cleanses as you lather, leaving hair looking healthy and vibrant enough to boil the retinas of any onlookers inside their heads, all while keeping frizz and fly- aways at bay. A proprietary blend of aloes locks in hair’s natural moisture, making each strand touchably soft as it glows white-hot with the intensity of a hydrogen bomb blast. A pea-sized amount is all it takes for head-turning highlights that leave behind a sea of innocents clutching their faces and shouting, ‘My eyes, my eyes!’ as they fall to their knees, the sight of your enviable sheen forever scorched into their minds as they are consumed by all-encompassing blackness.” At press time, a sprawling brush fire had erupted and burned 500,000 acres after Pantene attempted to photograph one of the Color Shine models while using the camera’s flash.

Advertisement",TheOnion,-1
Cyber Monday By The Numbers,[],"In the 15 years since the term was coined, Cyber Monday has become a staple of the online shopping season. The Onion takes a look at the most eye-popping numbers associated with this hallowed spending tradition.



Advertisement

16: Only remaining shoe size available at Zappos.com five minutes into Cyber Monday.

$29.79 : Optimal pricing sweet spot to really reel in the suckers.

0: Chances in hell of landing a PS5.

364: Other days in the year online outlets sell things.

17: People looking at the same Etsy product as you right now, so you’d better act fast!

Advertisement

23: Digits on Dad’s credit card committed to memory.

4: Days since millions of families waxed poetic about being thankful for what they have.

Advertisement

32: Pant size your mom is grabbing in these khakis regardless of whether they’ll fit because these prices are unbeatable.

64%: Percentage of Jeff Bezos’ master plan complete.



6,000,000: Years of human evolution that led to you sitting in front of a computer trying to save big on underwear.",TheOnion,-1
Annoying Coworker Keeps Sending After-Hours Emails That He's Trapped In Office Elevator,[],"SPARKS, MD—Growing increasingly irked by the inconsiderate behavior, employees at local advertising firm Valley Media were reportedly annoyed Friday that their coworker, Josh Goldberg, kept sending annoying after-hours emails about how he’s trapped in the office elevator. “It’s hard to enjoy my downtime when my phone keeps buzzing with messages outlining how Josh has been stuck in the elevator since Wednesday or whatever,” said employee Rita O’Toole, confirming that she had been forced to ignore over a dozen work-related emails, several Slack messages, and a voicemail begging for help. “I understand that this project of extricating himself from the small, windowless box in the downtown office is important to him, but it’s the last thing I feel like thinking about during the long weekend.” At press time, O’Toole was reportedly relieved the flurry of messages had stopped after Goldberg passed out from lack of oxygen.

Advertisement",TheOnion,-1
Satan Offering Black Friday Deal To Trade Only 50% Of Soul For Lifetime Of Riches,[],"NINTH CIRCLE, HELL—Claiming that untold wealth could be yours for the “low, low price of half your immortal essence,” Satan, the Great Tempter and Prince of Darkness, announced this morning a Black Friday deal in which human beings could trade a mere 50% of their soul for a lifetime of riches. “If you’ve ever dreamed of being rich beyond your wildest imagination but didn’t want to give up your entire soul to do it, then I have a deal for you,” said the Father of Lies, speaking in hideous guttural tones as he explained that fortune, power, and influence had never been more affordable than they were right now to mortals who scrawled the promo code “MEPHISTOPHELES” in blood upon the door of their home. “Finally, it’s possible to become one of the wealthiest people on the planet while still retaining a small part of what makes you human. Act now before you end up poor and destitute! And don’t forget, I’m willing to match whatever offer God makes you. That’s a promise.” At press time, Satan had reportedly offered to throw in a free year of Apple TV+ with each qualifying purchase.

Advertisement",TheOnion,-1
Alternate Price Of Book In Canadian Dollars Gives Man Little Window Into What Life Would Be Like If He Were Canadian,[],"DETROIT—Offering the U.S. citizen a brief opportunity to vicariously experience a different nationality, the Canadian price printed on the back cover of a book gave local man Peter Brown a little window int o what life might be like if he were Canadian, sources confirmed Wednesday. “Wait a second, so in a world where I’m Canadian, I’d be paying $22.99 for this paperback instead of $16.99?” said Brown, wondering aloud if the Canadian version of himself would be upset upon seeing that the number for him was higher than it was for Americans. “That’s amazing. It’s pretty interesting that they call them ‘dollars’ over there, too, even though their money looks totally different. Just imagine, if I’d been born in Canada, my wallet would have queens and prime ministers in it instead of a bunch of presidents. It really makes you stop and think.” The Detroit resident later confirmed his intention to apply for a passport so he could one day cross the border and discover all the new and fascinating cultural experiences awaiting him in Windsor, Ontario.

Advertisement",TheOnion,-1
Introduction Of Giancarlo Esposito Suggests Main Character Now Totally Fucked,[],"FONTANA, CA—In a momentous twist sources confirmed could only mean one thing, the introduction of Giancarlo Esposito into the television show Jared Brenot was viewing Friday indicated that the main character was now totally fucked. “Oh shit—I don’t know what exactly is going to happen, but this motherfucker’s going to get wrecked,” said Brenot, who grimaced as he watched Esposito greet the main character with a polite, measured smile and firm handshake. “God, this is so stressful. I don’t even know how much longer I can keep watching. These guys are about to get their shit rocked bad, I just know it. Ugh, I would hate to be that poor fuck right now.” At press time, Brenot gasped in horror as Esposito shot Jane Fonda’s Grace And Frankie character point blank.



Advertisement",TheOnion,-1
Nervous Woman Still Hasn’t Gotten Up Courage To Check Election Results,[],Report: You Have Been Selected To Make A Purchase At The Onion Store,TheOnion,-1
Alternate Price Of Book In Canadian Dollars Gives Man Little Window Into What Life Would Be Like If He Were Canadian,[],"DETROIT—Offering the U.S. citizen a brief opportunity to vicariously experience a different nationality, the Canadian price printed on the back cover of a book gave local man Peter Brown a little window int o what life might be like if he were Canadian, sources confirmed Wednesday. “Wait a second, so in a world where I’m Canadian, I’d be paying $22.99 for this paperback instead of $16.99?” said Brown, wondering aloud if the Canadian version of himself would be upset upon seeing that the number for him was higher than it was for Americans. “That’s amazing. It’s pretty interesting that they call them ‘dollars’ over there, too, even though their money looks totally different. Just imagine, if I’d been born in Canada, my wallet would have queens and prime ministers in it instead of a bunch of presidents. It really makes you stop and think.” The Detroit resident later confirmed his intention to apply for a passport so he could one day cross the border and discover all the new and fascinating cultural experiences awaiting him in Windsor, Ontario.

Advertisement",TheOnion,-1
Pervert Gets 10 Yards Taken Off Of His Restraining Order For Good Behavior,[],"‘You Are The Jewel Of My Collection,’ Says Saudi Prince While Guiding Frightened Jared Kushner Toward Harem",TheOnion,-1
"‘Addison, Say Hi!’ Announce Nation’s Aunts Momentarily Pointing Webcam On Surly 13-Year-Old Cousin",[],Mom Completely Understands That Coming To Thanksgiving Is Risky And That You Don’t Love Her Anymore,TheOnion,-1
